id,Nombre,Categoria,Descripcion
689,Motorola EX122,Motorola,lopremitsumafredlolxfwaaaddudbbdf
690,Oppo A15,Oppo,lopremitsumafredlolxfwaaaddudbbdf
691,Motorola Moto X,Motorola,lopremitsumafredlolxfwaaaddudbbdf
692,Samsung C3212,Samsung,lopremitsumafredlolxfwaaaddudbbdf
693,Telit X60i,Telit,lopremitsumafredlolxfwaaaddudbbdf
694,ZTE nubia N3,ZTE,lopremitsumafredlolxfwaaaddudbbdf
695,Sony Xperia Z,Sony,lopremitsumafredlolxfwaaaddudbbdf
696,BenQ C36,BenQ,lopremitsumafredlolxfwaaaddudbbdf
697,Mitsubishi Trium Mondo,Mitsubishi,lopremitsumafredlolxfwaaaddudbbdf
698,Samsung Galaxy C5,Samsung,lopremitsumafredlolxfwaaaddudbbdf
699,Tecno Pouvoir 1,Tecno,lopremitsumafredlolxfwaaaddudbbdf
700,Samsung Galaxy Core Advance,Samsung,lopremitsumafredlolxfwaaaddudbbdf
701,ZTE X760,ZTE,lopremitsumafredlolxfwaaaddudbbdf
702,Samsung U360 Gusto,Samsung,lopremitsumafredlolxfwaaaddudbbdf
703,alcatel Go Flip 3,alcatel,lopremitsumafredlolxfwaaaddudbbdf
704,BlackBerry Style 9670,BlackBerry,lopremitsumafredlolxfwaaaddudbbdf
705,Acer Liquid Z630,Acer,lopremitsumafredlolxfwaaaddudbbdf
706,Icemobile Prime 5.0,Icemobile,lopremitsumafredlolxfwaaaddudbbdf
707,BLU Studio XL2,BLU,lopremitsumafredlolxfwaaaddudbbdf
708,Mitac MIO 8390,Mitac,lopremitsumafredlolxfwaaaddudbbdf
709,Yezz Andy 5EI3 (2016),Yezz,lopremitsumafredlolxfwaaaddudbbdf
710,Honor Play,Honor,lopremitsumafredlolxfwaaaddudbbdf
711,BLU Dash 4.5,BLU,lopremitsumafredlolxfwaaaddudbbdf
712,Orange Hiro,Orange,lopremitsumafredlolxfwaaaddudbbdf
713,ZTE X990,ZTE,lopremitsumafredlolxfwaaaddudbbdf
714,Lenovo Yoga Tablet 10 HD+,Lenovo,lopremitsumafredlolxfwaaaddudbbdf
715,Xiaomi Poco X2,Xiaomi,lopremitsumafredlolxfwaaaddudbbdf
716,Yezz ZC20,Yezz,lopremitsumafredlolxfwaaaddudbbdf
717,Tecno Camon 11,Tecno,lopremitsumafredlolxfwaaaddudbbdf
718,Nokia 215 Dual SIM,Nokia,lopremitsumafredlolxfwaaaddudbbdf
719,Nokia C5,Nokia,lopremitsumafredlolxfwaaaddudbbdf
720,Infinix Hot S,Infinix,lopremitsumafredlolxfwaaaddudbbdf
721,Icemobile Tropical,Icemobile,lopremitsumafredlolxfwaaaddudbbdf
722,Sony Xperia M2 Aqua,Sony,lopremitsumafredlolxfwaaaddudbbdf
723,Meizu M3e,Meizu,lopremitsumafredlolxfwaaaddudbbdf
724,Philips Xenium 9@9k,Philips,lopremitsumafredlolxfwaaaddudbbdf
725,alcatel GO Watch,alcatel,lopremitsumafredlolxfwaaaddudbbdf
726,Samsung Galaxy Note 3,Samsung,lopremitsumafredlolxfwaaaddudbbdf
727,Micromax A70,Micromax,lopremitsumafredlolxfwaaaddudbbdf
728,Samsung Rex 80 S5222R,Samsung,lopremitsumafredlolxfwaaaddudbbdf
729,Prestigio MultiPhone 8400 Duo,Prestigio,lopremitsumafredlolxfwaaaddudbbdf
730,BLU Samba Mini,BLU,lopremitsumafredlolxfwaaaddudbbdf
731,vivo S7e,vivo,lopremitsumafredlolxfwaaaddudbbdf
732,Motorola Moto C,Motorola,lopremitsumafredlolxfwaaaddudbbdf
733,BLU Studio 5.0 HD LTE,BLU,lopremitsumafredlolxfwaaaddudbbdf
734,LG GU200,LG,lopremitsumafredlolxfwaaaddudbbdf
735,Huawei Ascend D2,Huawei,lopremitsumafredlolxfwaaaddudbbdf
736,Gionee F103,Gionee,lopremitsumafredlolxfwaaaddudbbdf
737,Micromax Infinity N11,Micromax,lopremitsumafredlolxfwaaaddudbbdf
738,Samsung S5750 Wave575,Samsung,lopremitsumafredlolxfwaaaddudbbdf
739,Samsung F490,Samsung,lopremitsumafredlolxfwaaaddudbbdf
740,Nokia N97 mini,Nokia,lopremitsumafredlolxfwaaaddudbbdf
741,YU Yunicorn,YU,lopremitsumafredlolxfwaaaddudbbdf
742,Samsung Galaxy 551,Samsung,lopremitsumafredlolxfwaaaddudbbdf
743,Nokia 2.2,Nokia,lopremitsumafredlolxfwaaaddudbbdf
744,Micromax Bolt A067,Micromax,lopremitsumafredlolxfwaaaddudbbdf
745,Micromax Bharat 5 Plus,Micromax,lopremitsumafredlolxfwaaaddudbbdf
746,Nokia 105,Nokia,lopremitsumafredlolxfwaaaddudbbdf
747,Allview V2 Viper i,Allview,lopremitsumafredlolxfwaaaddudbbdf
748,Lenovo C2,Lenovo,lopremitsumafredlolxfwaaaddudbbdf
749,Samsung S5260 Star II,Samsung,lopremitsumafredlolxfwaaaddudbbdf
750,HTC HD mini,HTC,lopremitsumafredlolxfwaaaddudbbdf
751,Oppo Reno 10x zoom,Oppo,lopremitsumafredlolxfwaaaddudbbdf
752,Yezz Andy 4EL2 LTE,Yezz,lopremitsumafredlolxfwaaaddudbbdf
753,Samsung Galaxy Z Flip,Samsung,lopremitsumafredlolxfwaaaddudbbdf
754,Motorola Droid Bionic Targa,Motorola,lopremitsumafredlolxfwaaaddudbbdf
755,Nokia 111,Nokia,lopremitsumafredlolxfwaaaddudbbdf
756,verykool i800,verykool,lopremitsumafredlolxfwaaaddudbbdf
757,Allview P7 Seon,Allview,lopremitsumafredlolxfwaaaddudbbdf
758,Posh Titan Max HD E600,Posh,lopremitsumafredlolxfwaaaddudbbdf
759,vivo X6S,vivo,lopremitsumafredlolxfwaaaddudbbdf
760,Huawei G6609,Huawei,lopremitsumafredlolxfwaaaddudbbdf
761,LG W10,LG,lopremitsumafredlolxfwaaaddudbbdf
762,Asus Zenfone 2 Laser ZE500KL,Asus,lopremitsumafredlolxfwaaaddudbbdf
763,Lava Flair Z1,Lava,lopremitsumafredlolxfwaaaddudbbdf
764,Samsung I9010 Galaxy S Giorgio Armani,Samsung,lopremitsumafredlolxfwaaaddudbbdf
765,Celkon A355,Celkon,lopremitsumafredlolxfwaaaddudbbdf
766,ZTE Grand X Max+,ZTE,lopremitsumafredlolxfwaaaddudbbdf
767,alcatel Pixi 3 (3.5) Firefox,alcatel,lopremitsumafredlolxfwaaaddudbbdf
768,Samsung A300,Samsung,lopremitsumafredlolxfwaaaddudbbdf
769,Gionee P8 Max,Gionee,lopremitsumafredlolxfwaaaddudbbdf
770,TCL 10 5G,TCL,lopremitsumafredlolxfwaaaddudbbdf
771,QMobile Noir X80,QMobile,lopremitsumafredlolxfwaaaddudbbdf
772,Nokia 6263,Nokia,lopremitsumafredlolxfwaaaddudbbdf
773,Samsung Galaxy S6 edge+ (USA),Samsung,lopremitsumafredlolxfwaaaddudbbdf
774,LG KF750 Secret,LG,lopremitsumafredlolxfwaaaddudbbdf
775,Panasonic GD55,Panasonic,lopremitsumafredlolxfwaaaddudbbdf
776,Micromax X650,Micromax,lopremitsumafredlolxfwaaaddudbbdf
777,Panasonic VS2,Panasonic,lopremitsumafredlolxfwaaaddudbbdf
778,Samsung E2252,Samsung,lopremitsumafredlolxfwaaaddudbbdf
779,Sonim XP3 Enduro,Sonim,lopremitsumafredlolxfwaaaddudbbdf
780,alcatel OT-995,alcatel,lopremitsumafredlolxfwaaaddudbbdf
781,HTC Butterfly 2,HTC,lopremitsumafredlolxfwaaaddudbbdf
782,LG G3000,LG,lopremitsumafredlolxfwaaaddudbbdf
783,LG G Pad III 10.1 FHD,LG,lopremitsumafredlolxfwaaaddudbbdf
784,Samsung i250,Samsung,lopremitsumafredlolxfwaaaddudbbdf
785,Motorola Accompli 009,Motorola,lopremitsumafredlolxfwaaaddudbbdf
786,Acer Liquid E3 Duo Plus,Acer,lopremitsumafredlolxfwaaaddudbbdf
787,Samsung Ch@t 350,Samsung,lopremitsumafredlolxfwaaaddudbbdf
788,LG CF360,LG,lopremitsumafredlolxfwaaaddudbbdf
789,HTC One mini,HTC,lopremitsumafredlolxfwaaaddudbbdf
790,alcatel OT-800 One Touch Tribe,alcatel,lopremitsumafredlolxfwaaaddudbbdf
791,QMobile Noir Z8 Plus,QMobile,lopremitsumafredlolxfwaaaddudbbdf
792,Infinix Zero 5 Pro,Infinix,lopremitsumafredlolxfwaaaddudbbdf
793,Sewon SRD-3000,Sewon,lopremitsumafredlolxfwaaaddudbbdf
794,BlackBerry 8800,BlackBerry,lopremitsumafredlolxfwaaaddudbbdf
795,BLU Studio 5.3 S,BLU,lopremitsumafredlolxfwaaaddudbbdf
796,Huawei U8800 Pro,Huawei,lopremitsumafredlolxfwaaaddudbbdf
797,Posh Orion Max X550,Posh,lopremitsumafredlolxfwaaaddudbbdf
798,alcatel OT-V770,alcatel,lopremitsumafredlolxfwaaaddudbbdf
799,Meizu C9,Meizu,lopremitsumafredlolxfwaaaddudbbdf
800,Yezz Andy A4M,Yezz,lopremitsumafredlolxfwaaaddudbbdf
801,Sony Ericsson Z530,Sony,lopremitsumafredlolxfwaaaddudbbdf
802,Celkon A9,Celkon,lopremitsumafredlolxfwaaaddudbbdf
803,Sonim XP3.20 Quest,Sonim,lopremitsumafredlolxfwaaaddudbbdf
804,LG W11,LG,lopremitsumafredlolxfwaaaddudbbdf
805,Acer neoTouch,Acer,lopremitsumafredlolxfwaaaddudbbdf
806,Samsung Z150,Samsung,lopremitsumafredlolxfwaaaddudbbdf
807,Lenovo A Plus,Lenovo,lopremitsumafredlolxfwaaaddudbbdf
808,Celkon A112,Celkon,lopremitsumafredlolxfwaaaddudbbdf
809,Pantech G800,Pantech,lopremitsumafredlolxfwaaaddudbbdf
810,NEC N923,NEC,lopremitsumafredlolxfwaaaddudbbdf
811,Wiko Jerry2,Wiko,lopremitsumafredlolxfwaaaddudbbdf
812,Apple Watch 38mm (1st gen),Apple,lopremitsumafredlolxfwaaaddudbbdf
813,Panasonic Eluga Z1 Pro,Panasonic,lopremitsumafredlolxfwaaaddudbbdf
814,HTC Tiara,HTC,lopremitsumafredlolxfwaaaddudbbdf
815,Maxon MX-6815,Maxon,lopremitsumafredlolxfwaaaddudbbdf
816,Samsung Galaxy Tab 4 7.0 3G,Samsung,lopremitsumafredlolxfwaaaddudbbdf
817,Nokia 7260,Nokia,lopremitsumafredlolxfwaaaddudbbdf
818,Siemens A75,Siemens,lopremitsumafredlolxfwaaaddudbbdf
819,ZTE Blade Z Max,ZTE,lopremitsumafredlolxfwaaaddudbbdf
820,T-Mobile MDA Vario V,T-Mobile,lopremitsumafredlolxfwaaaddudbbdf
821,Acer Liquid Z6 Plus,Acer,lopremitsumafredlolxfwaaaddudbbdf
822,Samsung Z3 Corporate,Samsung,lopremitsumafredlolxfwaaaddudbbdf
823,Lenovo Tab 4 8 Plus,Lenovo,lopremitsumafredlolxfwaaaddudbbdf
824,Sony Ericsson Z550,Sony,lopremitsumafredlolxfwaaaddudbbdf
825,Motorola V535,Motorola,lopremitsumafredlolxfwaaaddudbbdf
826,Celkon A407,Celkon,lopremitsumafredlolxfwaaaddudbbdf
827,Allview E2 Living,Allview,lopremitsumafredlolxfwaaaddudbbdf
828,Gionee Elife E7 Mini,Gionee,lopremitsumafredlolxfwaaaddudbbdf
829,Chea 328,Chea,lopremitsumafredlolxfwaaaddudbbdf
830,Nokia N800,Nokia,lopremitsumafredlolxfwaaaddudbbdf
831,Samsung Manhattan E3300,Samsung,lopremitsumafredlolxfwaaaddudbbdf
832,BenQ-Siemens C31,BenQ-Siemens,lopremitsumafredlolxfwaaaddudbbdf
833,Yezz Andy C5V,Yezz,lopremitsumafredlolxfwaaaddudbbdf
834,Yezz Andy A4M,Yezz,lopremitsumafredlolxfwaaaddudbbdf
835,Asus ZenFone Live (L2),Asus,lopremitsumafredlolxfwaaaddudbbdf
836,ZTE Blade V7,ZTE,lopremitsumafredlolxfwaaaddudbbdf
837,Plum Gator,Plum,lopremitsumafredlolxfwaaaddudbbdf
838,Samsung T629,Samsung,lopremitsumafredlolxfwaaaddudbbdf
839,LG Optimus F3,LG,lopremitsumafredlolxfwaaaddudbbdf
840,Meizu M10,Meizu,lopremitsumafredlolxfwaaaddudbbdf
841,ZTE Style Q,ZTE,lopremitsumafredlolxfwaaaddudbbdf
842,Panasonic Eluga I,Panasonic,lopremitsumafredlolxfwaaaddudbbdf
843,Posh Volt LTE L540,Posh,lopremitsumafredlolxfwaaaddudbbdf
844,Huawei Ascend G740,Huawei,lopremitsumafredlolxfwaaaddudbbdf
845,NEC N830,NEC,lopremitsumafredlolxfwaaaddudbbdf
846,HTC Desire 816G dual sim,HTC,lopremitsumafredlolxfwaaaddudbbdf
847,Samsung Galaxy S Blaze 4G T769,Samsung,lopremitsumafredlolxfwaaaddudbbdf
848,Mitac MIO A502,Mitac,lopremitsumafredlolxfwaaaddudbbdf
849,Sagem my411c,Sagem,lopremitsumafredlolxfwaaaddudbbdf
850,alcatel OT View db @,alcatel,lopremitsumafredlolxfwaaaddudbbdf
851,Modu Mini jacket,Modu,lopremitsumafredlolxfwaaaddudbbdf
852,Samsung C5130,Samsung,lopremitsumafredlolxfwaaaddudbbdf
853,Samsung T339,Samsung,lopremitsumafredlolxfwaaaddudbbdf
854,Sony Ericsson Xperia Arc,Sony,lopremitsumafredlolxfwaaaddudbbdf
855,LG EGO T500,LG,lopremitsumafredlolxfwaaaddudbbdf
856,Nokia 6267,Nokia,lopremitsumafredlolxfwaaaddudbbdf
857,Samsung Z710,Samsung,lopremitsumafredlolxfwaaaddudbbdf
858,Nokia 110,Nokia,lopremitsumafredlolxfwaaaddudbbdf
859,Gionee Max,Gionee,lopremitsumafredlolxfwaaaddudbbdf
860,Microsoft Lumia 535 Dual SIM,Microsoft,lopremitsumafredlolxfwaaaddudbbdf
861,Acer Liquid Z320,Acer,lopremitsumafredlolxfwaaaddudbbdf
862,XOLO Q800 X-Edition,XOLO,lopremitsumafredlolxfwaaaddudbbdf
863,Samsung S8600 Wave 3,Samsung,lopremitsumafredlolxfwaaaddudbbdf
864,Karbonn A2+,Karbonn,lopremitsumafredlolxfwaaaddudbbdf
865,ZTE nubia X6,ZTE,lopremitsumafredlolxfwaaaddudbbdf
866,Samsung T929 Memoir,Samsung,lopremitsumafredlolxfwaaaddudbbdf
867,BLU Energy X,BLU,lopremitsumafredlolxfwaaaddudbbdf
868,Lava X3,Lava,lopremitsumafredlolxfwaaaddudbbdf
869,XOLO Opus HD,XOLO,lopremitsumafredlolxfwaaaddudbbdf
870,Huawei Watch 2 2018,Huawei,lopremitsumafredlolxfwaaaddudbbdf
871,verykool s135,verykool,lopremitsumafredlolxfwaaaddudbbdf
872,Acer Liquid Z110,Acer,lopremitsumafredlolxfwaaaddudbbdf
873,Vodafone Smart 4,Vodafone,lopremitsumafredlolxfwaaaddudbbdf
874,Telit G82,Telit,lopremitsumafredlolxfwaaaddudbbdf
875,Samsung Wave M S7250,Samsung,lopremitsumafredlolxfwaaaddudbbdf
876,Motorola Quench XT5 XT502,Motorola,lopremitsumafredlolxfwaaaddudbbdf
877,Huawei Ascend Y511,Huawei,lopremitsumafredlolxfwaaaddudbbdf
878,Oppo R1 R829T,Oppo,lopremitsumafredlolxfwaaaddudbbdf
879,Panasonic T45,Panasonic,lopremitsumafredlolxfwaaaddudbbdf
880,Samsung Omnia M S7530,Samsung,lopremitsumafredlolxfwaaaddudbbdf
881,Samsung Google Nexus S 4G,Samsung,lopremitsumafredlolxfwaaaddudbbdf
882,alcatel Orange Klif,alcatel,lopremitsumafredlolxfwaaaddudbbdf
883,Sony Ericsson K630,Sony,lopremitsumafredlolxfwaaaddudbbdf
884,Samsung R220,Samsung,lopremitsumafredlolxfwaaaddudbbdf
885,Motorola Edge+,Motorola,lopremitsumafredlolxfwaaaddudbbdf
886,Nokia 6708,Nokia,lopremitsumafredlolxfwaaaddudbbdf
887,Samsung F210,Samsung,lopremitsumafredlolxfwaaaddudbbdf
888,Samsung M2710 Beat Twist,Samsung,lopremitsumafredlolxfwaaaddudbbdf
889,TCL MoveTime,TCL,lopremitsumafredlolxfwaaaddudbbdf
890,Motorola DEFY XT XT556,Motorola,lopremitsumafredlolxfwaaaddudbbdf
891,NEC N342i,NEC,lopremitsumafredlolxfwaaaddudbbdf
892,Samsung Galaxy M Style M340S,Samsung,lopremitsumafredlolxfwaaaddudbbdf
893,Motorola ZN200,Motorola,lopremitsumafredlolxfwaaaddudbbdf
894,XOLO 8X-1020,XOLO,lopremitsumafredlolxfwaaaddudbbdf
895,OnePlus 3T,OnePlus,lopremitsumafredlolxfwaaaddudbbdf
896,Yota YotaPhone 2,Yota,lopremitsumafredlolxfwaaaddudbbdf
897,Samsung Galaxy J4+,Samsung,lopremitsumafredlolxfwaaaddudbbdf
898,Samsung N300,Samsung,lopremitsumafredlolxfwaaaddudbbdf
899,Oppo Find,Oppo,lopremitsumafredlolxfwaaaddudbbdf
900,Nokia Lumia 822,Nokia,lopremitsumafredlolxfwaaaddudbbdf
901,Xiaomi Redmi 2 Prime,Xiaomi,lopremitsumafredlolxfwaaaddudbbdf
902,alcatel OT-C707,alcatel,lopremitsumafredlolxfwaaaddudbbdf
903,Maxwest Orbit 6200T,Maxwest,lopremitsumafredlolxfwaaaddudbbdf
904,Yezz Monte Carlo 55 LTE VR,Yezz,lopremitsumafredlolxfwaaaddudbbdf
905,Neonode N1,Neonode,lopremitsumafredlolxfwaaaddudbbdf
906,Acer Iconia Tab A100,Acer,lopremitsumafredlolxfwaaaddudbbdf
907,Plum Wicked,Plum,lopremitsumafredlolxfwaaaddudbbdf
908,Huawei MediaPad T1 7.0,Huawei,lopremitsumafredlolxfwaaaddudbbdf
909,VK Mobile VK4100,VK,lopremitsumafredlolxfwaaaddudbbdf
910,Oppo F1 Plus,Oppo,lopremitsumafredlolxfwaaaddudbbdf
911,Acer Liquid Z3,Acer,lopremitsumafredlolxfwaaaddudbbdf
912,Micromax A121 Canvas Elanza 2,Micromax,lopremitsumafredlolxfwaaaddudbbdf
913,Allview Viva C701,Allview,lopremitsumafredlolxfwaaaddudbbdf
914,ZTE Blade X1 5G,ZTE,lopremitsumafredlolxfwaaaddudbbdf
915,T-Mobile Tap,T-Mobile,lopremitsumafredlolxfwaaaddudbbdf
916,Realme C15 Qualcomm Edition,Realme,lopremitsumafredlolxfwaaaddudbbdf
917,Philips 350,Philips,lopremitsumafredlolxfwaaaddudbbdf
918,Samsung I9500 Fraser,Samsung,lopremitsumafredlolxfwaaaddudbbdf
919,Garmin-Asus nuvifone M10,Garmin-Asus,lopremitsumafredlolxfwaaaddudbbdf
920,Samsung Galaxy S5 LTE-A G906S,Samsung,lopremitsumafredlolxfwaaaddudbbdf
921,QMobile Noir i5,QMobile,lopremitsumafredlolxfwaaaddudbbdf
922,BLU Vivo 6,BLU,lopremitsumafredlolxfwaaaddudbbdf
923,Karbonn Smart A12 Star,Karbonn,lopremitsumafredlolxfwaaaddudbbdf
924,Motorola Moto X Force,Motorola,lopremitsumafredlolxfwaaaddudbbdf
925,Realme X3 SuperZoom,Realme,lopremitsumafredlolxfwaaaddudbbdf
926,Panasonic P91,Panasonic,lopremitsumafredlolxfwaaaddudbbdf
927,Siemens A55,Siemens,lopremitsumafredlolxfwaaaddudbbdf
928,Micromax A113 Canvas Ego,Micromax,lopremitsumafredlolxfwaaaddudbbdf
929,Samsung Galaxy S II Skyrocket i727,Samsung,lopremitsumafredlolxfwaaaddudbbdf
930,BLU Energy M,BLU,lopremitsumafredlolxfwaaaddudbbdf
931,Samsung X910,Samsung,lopremitsumafredlolxfwaaaddudbbdf
932,alcatel Fierce XL,alcatel,lopremitsumafredlolxfwaaaddudbbdf
933,Huawei MediaPad T1 7.0 Plus,Huawei,lopremitsumafredlolxfwaaaddudbbdf
934,Oppo Reno4 F,Oppo,lopremitsumafredlolxfwaaaddudbbdf
935,XOLO Q700s plus,XOLO,lopremitsumafredlolxfwaaaddudbbdf
936,Samsung C520,Samsung,lopremitsumafredlolxfwaaaddudbbdf
937,Cat S42,Cat,lopremitsumafredlolxfwaaaddudbbdf
938,alcatel OT-585,alcatel,lopremitsumafredlolxfwaaaddudbbdf
939,Samsung E898,Samsung,lopremitsumafredlolxfwaaaddudbbdf
940,BLU Studio 5.3 S,BLU,lopremitsumafredlolxfwaaaddudbbdf
941,Huawei MediaPad T1 7.0,Huawei,lopremitsumafredlolxfwaaaddudbbdf
942,Icemobile Sol,Icemobile,lopremitsumafredlolxfwaaaddudbbdf
943,Nokia 6610i,Nokia,lopremitsumafredlolxfwaaaddudbbdf
944,Samsung S720i,Samsung,lopremitsumafredlolxfwaaaddudbbdf
945,Lenovo Tab3 8 Plus,Lenovo,lopremitsumafredlolxfwaaaddudbbdf
946,Apple Watch Series 3 Aluminum,Apple,lopremitsumafredlolxfwaaaddudbbdf
947,XOLO Q700,XOLO,lopremitsumafredlolxfwaaaddudbbdf
948,alcatel OT-708 One Touch MINI,alcatel,lopremitsumafredlolxfwaaaddudbbdf
949,verykool s5200 Orion,verykool,lopremitsumafredlolxfwaaaddudbbdf
950,Lenovo A Plus,Lenovo,lopremitsumafredlolxfwaaaddudbbdf
951,Siemens SG75,Siemens,lopremitsumafredlolxfwaaaddudbbdf
952,Samsung Gravity Q T289,Samsung,lopremitsumafredlolxfwaaaddudbbdf
953,HTC S310,HTC,lopremitsumafredlolxfwaaaddudbbdf
954,Bird S1180c,Bird,lopremitsumafredlolxfwaaaddudbbdf
955,Celkon A7,Celkon,lopremitsumafredlolxfwaaaddudbbdf
956,Oppo Reno3 5G,Oppo,lopremitsumafredlolxfwaaaddudbbdf
957,Nokia N900,Nokia,lopremitsumafredlolxfwaaaddudbbdf
958,Sony Xperia XA1 Plus,Sony,lopremitsumafredlolxfwaaaddudbbdf
959,XOLO Q700 Club,XOLO,lopremitsumafredlolxfwaaaddudbbdf
960,Infinix S5 Pro,Infinix,lopremitsumafredlolxfwaaaddudbbdf
961,Motorola C117,Motorola,lopremitsumafredlolxfwaaaddudbbdf
962,Celkon Win 400,Celkon,lopremitsumafredlolxfwaaaddudbbdf
963,Panasonic Eluga Pulse X,Panasonic,lopremitsumafredlolxfwaaaddudbbdf
964,Sagem MC 825 FM,Sagem,lopremitsumafredlolxfwaaaddudbbdf
965,HTC Advantage X7500,HTC,lopremitsumafredlolxfwaaaddudbbdf
966,Micromax Canvas Blaze 4G+ Q414,Micromax,lopremitsumafredlolxfwaaaddudbbdf
967,Amoi F99b,Amoi,lopremitsumafredlolxfwaaaddudbbdf
968,Nokia 222,Nokia,lopremitsumafredlolxfwaaaddudbbdf
969,Sonim XP1300 Core,Sonim,lopremitsumafredlolxfwaaaddudbbdf
970,Panasonic Z800,Panasonic,lopremitsumafredlolxfwaaaddudbbdf
971,Panasonic GD92,Panasonic,lopremitsumafredlolxfwaaaddudbbdf
972,T-Mobile Wing,T-Mobile,lopremitsumafredlolxfwaaaddudbbdf
973,Amoi S6,Amoi,lopremitsumafredlolxfwaaaddudbbdf
974,Samsung Galaxy J2 (2017),Samsung,lopremitsumafredlolxfwaaaddudbbdf
975,vivo U20,vivo,lopremitsumafredlolxfwaaaddudbbdf
976,Panasonic Eluga S,Panasonic,lopremitsumafredlolxfwaaaddudbbdf
977,Panasonic Eluga i3 Mega,Panasonic,lopremitsumafredlolxfwaaaddudbbdf
978,Allview Wi8G,Allview,lopremitsumafredlolxfwaaaddudbbdf
979,Philips W725,Philips,lopremitsumafredlolxfwaaaddudbbdf
980,i-mate Ultimate 9502,i-mate,lopremitsumafredlolxfwaaaddudbbdf
981,HTC DROID Incredible 4G LTE,HTC,lopremitsumafredlolxfwaaaddudbbdf
982,HTC S730,HTC,lopremitsumafredlolxfwaaaddudbbdf
983,LG Motion 4G MS770,LG,lopremitsumafredlolxfwaaaddudbbdf
984,Realme C2s,Realme,lopremitsumafredlolxfwaaaddudbbdf
985,LG G5 SE,LG,lopremitsumafredlolxfwaaaddudbbdf
986,Sony Xperia E4g,Sony,lopremitsumafredlolxfwaaaddudbbdf
987,Huawei P30,Huawei,lopremitsumafredlolxfwaaaddudbbdf
988,Allview X2 Soul Lite,Allview,lopremitsumafredlolxfwaaaddudbbdf
989,Sagem my300X,Sagem,lopremitsumafredlolxfwaaaddudbbdf
990,Motorola Moto G5,Motorola,lopremitsumafredlolxfwaaaddudbbdf
991,Spice Mi-506 Stellar Mettle Icon,Spice,lopremitsumafredlolxfwaaaddudbbdf
992,NEC e530,NEC,lopremitsumafredlolxfwaaaddudbbdf
993,LG Q Stylus,LG,lopremitsumafredlolxfwaaaddudbbdf
994,ZTE Style Q,ZTE,lopremitsumafredlolxfwaaaddudbbdf
995,Energizer Hardcase H10,Energizer,lopremitsumafredlolxfwaaaddudbbdf
996,Philips E100,Philips,lopremitsumafredlolxfwaaaddudbbdf
997,Huawei nova plus,Huawei,lopremitsumafredlolxfwaaaddudbbdf
998,Sony Ericsson C901 GreenHeart,Sony,lopremitsumafredlolxfwaaaddudbbdf
999,Huawei P30 lite,Huawei,lopremitsumafredlolxfwaaaddudbbdf
1000,vivo iQOO Neo 855,vivo,lopremitsumafredlolxfwaaaddudbbdf
